t,plant,axis,metamer,organ,sucrose,temperature,proteins,amino_acids,day,light,leaf_pseudo_age
500,1,MS,5,hiddenzone,11.81747286,8,1.78726291,0.48855903,21,day,807564.3904
501,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,21,day,2337146.081
501,1,MS,4,hiddenzone,21.54523688,8,10.10009344,0.89394761,21,day,1605692.405
501,1,MS,5,hiddenzone,11.78427638,8,1.79880223,0.48892225,21,day,809614.3394
502,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,21,day,2338646.081
502,1,MS,4,hiddenzone,21.48241227,8,10.11507232,0.89452279,21,day,1607779.547
502,1,MS,5,hiddenzone,11.75380291,8,1.81035044,0.48939866,21,day,811701.4822
503,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,21,night,2340146.081
503,1,MS,4,hiddenzone,21.41472807,8,10.13006505,0.89491221,21,night,1609898.162
503,1,MS,5,hiddenzone,11.72069612,8,1.82190763,0.48977531,21,night,813820.0967
504,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,22,night,2341646.081
504,1,MS,4,hiddenzone,21.64492391,8,10.14508524,0.89982779,22,night,1612081.15
504,1,MS,5,hiddenzone,11.84795092,8,1.8334813,0.49261721,22,night,816003.085
505,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,22,night,2343146.081
505,1,MS,4,hiddenzone,21.97257609,8,10.16013593,0.9034961,22,night,1614352.831
505,1,MS,5,hiddenzone,12.03162925,8,1.84507342,0.49480238,22,night,818274.7661
506,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,22,night,2344646.081
506,1,MS,4,hiddenzone,22.32429538,8,10.17521774,0.90736655,22,night,1616647.401
506,1,MS,5,hiddenzone,12.22864421,8,1.85668433,0.49710159,22,night,820569.3357
507,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,22,night,2346146.081
507,1,MS,4,hiddenzone,22.67581107,8,10.19033003,0.91095083,22,night,1618966.29
507,1,MS,5,hiddenzone,12.42569965,8,1.86831375,0.49924632,22,night,822888.2243
508,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,22,night,2347646.081
508,1,MS,4,hiddenzone,22.8744916,8,10.20547092,0.91368935,22,night,1621292.331
508,1,MS,5,hiddenzone,12.54052008,8,1.87996047,0.50093888,22,night,825214.2656
509,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,22,night,2349146.081
509,1,MS,4,hiddenzone,23.03097819,8,10.22063567,0.91586878,22,night,1623538.262
509,1,MS,5,hiddenzone,12.63066339,8,1.8916221,0.50230753,22,night,827460.1971
510,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,22,night,2350646.081
510,1,MS,4,hiddenzone,23.18540859,8,10.23582209,0.91808945,22,night,1625645.433
510,1,MS,5,hiddenzone,12.71952481,8,1.90329694,0.50368984,22,night,829567.3674
511,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,22,day,2352146.081
511,1,MS,4,hiddenzone,23.33158127,8,10.25102821,0.91998701,22,day,1627696.812
511,1,MS,5,hiddenzone,12.80377605,8,1.91498379,0.5048904,22,day,831618.7469
512,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,22,day,2353646.081
512,1,MS,4,hiddenzone,23.32606186,8,10.26625224,0.92107776,22,day,1629735.317
512,1,MS,5,hiddenzone,12.80625321,8,1.92668179,0.50565773,22,day,833657.2517
513,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,22,day,2355146.081
513,1,MS,4,hiddenzone,23.27343187,8,10.28149011,0.92156067,22,day,1631763.808
513,1,MS,5,hiddenzone,12.78132073,8,1.93838858,0.50607923,22,day,835685.7428
514,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,22,day,2356646.081
514,1,MS,4,hiddenzone,23.21722044,8,10.29674097,0.922083,22,day,1633789.438
514,1,MS,5,hiddenzone,12.75441913,8,1.95010361,0.50652274,22,day,837711.3728
515,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,22,day,2358146.081
515,1,MS,4,hiddenzone,23.15135822,8,10.31200404,0.92231005,22,day,1635823.651
515,1,MS,5,hiddenzone,12.72219502,8,1.96182658,0.50680454,22,day,839745.586
516,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,22,day,2359646.081
516,1,MS,4,hiddenzone,23.08945503,8,10.32728007,0.92278476,22,day,1637880.753
516,1,MS,5,hiddenzone,12.69215996,8,1.9735579,0.50722385,22,day,841802.6877
517,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,22,day,2361146.081
517,1,MS,4,hiddenzone,23.02023266,8,10.34256871,0.9230513,22,day,1639963.604
517,1,MS,5,hiddenzone,12.65811725,8,1.98529738,0.50753058,22,day,843885.5389
518,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,22,day,2362646.081
518,1,MS,4,hiddenzone,22.95830887,8,10.35787149,0.92360138,22,day,1642075.066
518,1,MS,5,hiddenzone,12.62810536,8,1.99704601,0.50799511,22,day,845997.0007
519,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,22,day,2364146.081
519,1,MS,4,hiddenzone,22.88865005,8,10.37318753,0.92390742,22,day,1644209.416
519,1,MS,5,hiddenzone,12.59385888,8,2.00880326,0.50832641,22,day,848131.3509
520,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,22,day,2365646.081
520,1,MS,4,hiddenzone,22.82567821,8,10.38851734,0.92442156,22,day,1646309.434
520,1,MS,5,hiddenzone,12.56317358,8,2.02056941,0.50877034,22,day,850231.3685
521,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,22,day,2367146.081
521,1,MS,4,hiddenzone,22.75771587,8,10.40385926,0.92471931,22,day,1648340.786
521,1,MS,5,hiddenzone,12.52959266,8,2.03234336,0.50908909,22,day,852262.7206
522,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,22,day,2368646.081
522,1,MS,4,hiddenzone,22.69576113,8,10.41921307,0.92521191,22,day,1650292.028
522,1,MS,5,hiddenzone,12.49913582,8,2.04412486,0.50950907,22,day,854213.9631
523,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,22,day,2370146.081
523,1,MS,4,hiddenzone,22.63033612,8,10.43457615,0.92551007,22,day,1652093.351
523,1,MS,5,hiddenzone,12.46646793,8,2.05591212,0.50980992,22,day,856015.2861
524,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,22,day,2371646.081
524,1,MS,4,hiddenzone,22.57108636,8,10.4499474,0.92596754,22,day,1653761.635
524,1,MS,5,hiddenzone,12.43692213,8,2.06770429,0.51018907,22,day,857683.5698
525,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,22,day,2373146.081
525,1,MS,4,hiddenzone,22.50722062,8,10.46532531,0.92623515,22,day,1655348.665
525,1,MS,5,hiddenzone,12.40465685,8,2.07950036,0.51045741,22,day,859270.5994
526,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,22,day,2374646.081
526,1,MS,4,hiddenzone,22.44549077,8,10.48071063,0.92670029,22,day,1656955.722
526,1,MS,5,hiddenzone,12.37359719,8,2.09130081,0.51083531,22,day,860877.6565
527,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,22,night,2376146.081
527,1,MS,4,hiddenzone,22.37774738,8,10.49610333,0.92700735,22,night,1658629.728
527,1,MS,5,hiddenzone,12.33931105,8,2.10310565,0.51113181,22,night,862551.6623
528,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,23,night,2377646.081
528,1,MS,4,hiddenzone,22.71786802,8,10.51151945,0.93232772,23,night,1660463.667
528,1,MS,5,hiddenzone,12.52604916,8,2.11492407,0.51417584,23,night,864385.6013
529,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,23,night,2379146.081
529,1,MS,4,hiddenzone,23.18749684,8,10.52696441,0.93685015,23,night,1662375.14
529,1,MS,5,hiddenzone,12.78871692,8,2.12675927,0.51681819,23,night,866297.0751
530,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,23,night,2380646.081
530,1,MS,4,hiddenzone,23.68538435,8,10.54244015,0.94164627,23,night,1664356.424
530,1,MS,5,hiddenzone,13.06715508,8,2.13861246,0.51961672,23,night,868278.3587
531,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,23,night,2382146.081
531,1,MS,4,hiddenzone,24.18702328,8,10.55794644,0.94621367,23,night,1666369.179
531,1,MS,5,hiddenzone,13.34787592,8,2.15048356,0.52229235,23,night,870291.1139
532,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,23,night,2383646.081
532,1,MS,4,hiddenzone,24.34234843,8,10.57347806,0.94874083,23,night,1668348.174
532,1,MS,5,hiddenzone,13.44092588,8,2.16236979,0.52386437,23,night,872270.1087
533,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,23,night,2385146.081
533,1,MS,4,hiddenzone,24.4050088,8,10.58902691,0.95028726,23,night,1670259.075
533,1,MS,5,hiddenzone,13.47924209,8,2.17426639,0.52486272,23,night,874181.0102
534,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,23,night,2386646.081
534,1,MS,4,hiddenzone,24.45680933,8,10.60459028,0.95167844,23,night,1672082.715
534,1,MS,5,hiddenzone,13.51145541,8,2.18617172,0.52577031,23,night,876004.6495
535,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,23,day,2388146.081
535,1,MS,4,hiddenzone,24.49839473,8,10.62016541,0.95273119,23,day,1673817.089
535,1,MS,5,hiddenzone,13.53786291,8,2.19808402,0.52648413,23,day,877739.0236
536,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,23,day,2389646.081
536,1,MS,4,hiddenzone,24.46695512,8,10.63575138,0.95345733,23,day,1675488.52
536,1,MS,5,hiddenzone,13.52461539,8,2.21000288,0.52701858,23,day,879410.4545
537,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,23,day,2391146.081
537,1,MS,4,hiddenzone,24.41015779,8,10.65134558,0.95375338,23,day,1677168.248
537,1,MS,5,hiddenzone,13.49650809,8,2.22192674,0.52730945,23,day,881090.1824
538,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,23,day,2392646.081
538,1,MS,4,hiddenzone,24.35337577,8,10.66694709,0.9541129,23,day,1678823.371
538,1,MS,5,hiddenzone,13.46834264,8,2.23385492,0.52763432,23,day,882745.3053
539,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,23,day,2394146.081
539,1,MS,4,hiddenzone,24.29113448,8,10.68255499,0.95427973,23,day,1680412.403
539,1,MS,5,hiddenzone,13.43700522,8,2.24578694,0.52784722,23,day,884334.3376
540,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,23,day,2395646.081
540,1,MS,4,hiddenzone,24.23112419,8,10.69816931,0.95461277,23,day,1682005.727
540,1,MS,5,hiddenzone,13.4068932,8,2.25772272,0.52815308,23,day,885927.6616
541,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,23,day,2397146.081
541,1,MS,4,hiddenzone,24.16620802,8,10.71378961,0.95479013,23,day,1683597.048
541,1,MS,5,hiddenzone,13.37403881,8,2.26966202,0.52837161,23,day,887518.9828
542,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,23,day,2398646.081
542,1,MS,4,hiddenzone,24.10206889,8,10.72941618,0.95505589,23,day,1685200.386
542,1,MS,5,hiddenzone,13.34161281,8,2.281605,0.5286401,23,day,889122.3205
543,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,23,day,2400146.081
543,1,MS,4,hiddenzone,24.03708116,8,10.74504887,0.95526087,23,day,1686806.012
543,1,MS,5,hiddenzone,13.30870174,8,2.2935516,0.52887447,23,day,890727.947
544,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,23,day,2401646.081
544,1,MS,4,hiddenzone,23.97622759,8,10.7606886,0.95563603,23,day,1688396.189
544,1,MS,5,hiddenzone,13.27801845,8,2.3055024,0.5292024,23,day,892318.1238
545,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,23,day,2403146.081
545,1,MS,4,hiddenzone,23.91113097,8,10.77633431,0.95585214,23,day,1689968.341
545,1,MS,5,hiddenzone,13.24493842,8,2.3174567,0.52944027,23,day,893890.2759
546,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,23,day,2404646.081
546,1,MS,4,hiddenzone,23.85022831,8,10.79198608,0.95622673,23,day,1691523.041
546,1,MS,5,hiddenzone,13.21412331,8,2.32941447,0.52976484,23,day,895444.9755
547,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,23,day,2406146.081
547,1,MS,4,hiddenzone,23.78583548,8,10.80764362,0.9564549,23,day,1693064.007
547,1,MS,5,hiddenzone,13.18133533,8,2.34137558,0.53000662,23,day,896985.9421
548,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,23,day,2407646.081
548,1,MS,4,hiddenzone,23.72640315,8,10.8233069,0.95683032,23,day,1694576.077
548,1,MS,5,hiddenzone,13.15121236,8,2.35333994,0.53032832,23,day,898498.012
549,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,23,day,2409146.081
549,1,MS,4,hiddenzone,23.6630859,8,10.83897465,0.95704672,23,day,1696037.506
549,1,MS,5,hiddenzone,13.11882852,8,2.36530671,0.53055775,23,day,899959.4411
550,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,23,day,2410646.081
550,1,MS,4,hiddenzone,23.60287468,8,10.85464691,0.95743471,23,day,1697465.175
550,1,MS,5,hiddenzone,13.08808802,8,2.37727582,0.53087975,23,day,901387.1097
551,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,23,night,2412146.081
551,1,MS,4,hiddenzone,23.538321,8,10.87032391,0.95768214,23,night,1698905.146
551,1,MS,5,hiddenzone,13.05493412,8,2.38924755,0.5311249,23,night,902827.0809
552,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,24,night,2413646.081
552,1,MS,4,hiddenzone,23.93424643,8,10.88602031,0.96319823,24,night,1700459.56
552,1,MS,5,hiddenzone,13.27255238,8,2.40122997,0.53426704,24,night,904381.4944
553,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,24,night,2415146.081
553,1,MS,4,hiddenzone,24.4706127,8,10.90174332,0.9680888,24,night,1702143.865
553,1,MS,5,hiddenzone,13.57336433,8,2.41322764,0.53711008,24,night,906065.8
554,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,24,night,2416646.081
554,1,MS,4,hiddenzone,25.03761086,8,10.91749594,0.97324953,24,night,1703915.147
554,1,MS,5,hiddenzone,13.89132136,8,2.42524216,0.54010875,24,night,907837.0819
555,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,24,night,2418146.081
555,1,MS,4,hiddenzone,25.60871579,8,10.93327759,0.97818062,24,night,1705704.74
555,1,MS,5,hiddenzone,14.21166121,8,2.4372733,0.54298102,24,night,909626.6745
556,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,24,night,2419646.081
556,1,MS,4,hiddenzone,25.83369805,8,10.94908277,0.98090625,24,night,1707498.91
556,1,MS,5,hiddenzone,14.34380626,8,2.44931834,0.54465886,24,night,911420.8448
557,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,24,night,2421146.081
557,1,MS,4,hiddenzone,25.96809013,8,10.96490226,0.98265706,24,night,1709121.989
557,1,MS,5,hiddenzone,14.42160794,8,2.46137155,0.54575147,24,night,913043.9238
558,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,24,night,2422646.081
558,1,MS,4,hiddenzone,26.09483721,8,10.98073232,0.98412961,24,night,1710559.671
558,1,MS,5,hiddenzone,14.49487152,8,2.47343073,0.54667877,24,night,914481.6061
559,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,24,day,2424146.081
559,1,MS,4,hiddenzone,26.21288176,8,10.99656841,0.98523582,24,day,1711815.104
559,1,MS,5,hiddenzone,14.56302237,8,2.48549275,0.54738823,24,day,915737.039
560,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,24,day,2425646.081
560,1,MS,4,hiddenzone,26.20892601,8,11.01240716,0.98573142,24,day,1712904.882
560,1,MS,5,hiddenzone,14.56446344,8,2.49755554,0.54775341,24,day,916826.8165
561,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,24,day,2427146.081
561,1,MS,4,hiddenzone,26.16944478,8,11.0282439,0.98583067,24,day,1713860.476
561,1,MS,5,hiddenzone,14.54444466,8,2.50961608,0.54788001,24,day,917782.4103
562,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,24,day,2428646.081
562,1,MS,4,hiddenzone,26.12622292,8,11.04407737,0.98590402,24,day,1714714.216
562,1,MS,5,hiddenzone,14.52215303,8,2.52167359,0.54798518,24,day,918636.1504
563,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,24,day,2430146.081
563,1,MS,4,hiddenzone,26.07614425,8,11.0599065,0.9857936,24,day,1715519.032
563,1,MS,5,hiddenzone,14.49594085,8,2.53372746,0.54798447,24,day,919440.9664
564,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,24,day,2431646.081
564,1,MS,4,hiddenzone,26.02641765,8,11.07573034,0.9857921,24,day,1716319.556
564,1,MS,5,hiddenzone,14.46991115,8,2.54577689,0.54804401,24,day,920241.4908
565,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,24,day,2433146.081
565,1,MS,4,hiddenzone,25.97376565,8,11.09154999,0.98571762,24,day,1717138.677
565,1,MS,5,hiddenzone,14.44227805,8,2.55782277,0.54806436,24,day,921060.6121
566,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,24,day,2434646.081
566,1,MS,4,hiddenzone,25.92238327,8,11.10736543,0.98573589,24,day,1717998.426
566,1,MS,5,hiddenzone,14.41542979,8,2.56986501,0.54813934,24,day,921920.3604
567,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,24,day,2436146.081
567,1,MS,4,hiddenzone,25.86872364,8,11.12317777,0.9856933,24,day,1718887.071
567,1,MS,5,hiddenzone,14.38735323,8,2.58190447,0.54818252,24,day,922809.0055
568,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,24,day,2437646.081
568,1,MS,4,hiddenzone,25.81648756,8,11.13898657,0.98575425,24,day,1719782.868
568,1,MS,5,hiddenzone,14.3600755,8,2.59394073,0.54828388,24,day,923704.8032
569,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,24,day,2439146.081
569,1,MS,4,hiddenzone,25.76211593,8,11.15479238,0.98574846,24,day,1720690.396
569,1,MS,5,hiddenzone,14.33162102,8,2.60597426,0.54834865,24,day,924612.3312
570,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,24,day,2440646.081
570,1,MS,4,hiddenzone,25.70963641,8,11.17059494,0.98583923,24,day,1721600.499
570,1,MS,5,hiddenzone,14.30421624,8,2.61800479,0.54846768,24,day,925522.4342
571,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,24,day,2442146.081
571,1,MS,4,hiddenzone,25.65497256,8,11.18639447,0.98585522,24,day,1722499.158
571,1,MS,5,hiddenzone,14.27556366,8,2.63003253,0.54854388,24,day,926421.0929
572,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,24,day,2443646.081
572,1,MS,4,hiddenzone,25.60326556,8,11.2021912,0.98596327,24,day,1723390.664
572,1,MS,5,hiddenzone,14.24853161,8,2.64205761,0.54867088,24,day,927312.599
573,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,24,day,2445146.081
573,1,MS,4,hiddenzone,25.54975698,8,11.2179842,0.98599536,24,day,1724244.69
573,1,MS,5,hiddenzone,14.22041872,8,2.65407937,0.54875243,24,day,928166.6252
574,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,24,day,2446646.081
574,1,MS,4,hiddenzone,25.50198032,8,11.23377308,0.98615839,24,day,1725048.076
574,1,MS,5,hiddenzone,14.19538622,8,2.66609746,0.54890342,24,day,928970.0107
575,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,24,night,2448146.081
575,1,MS,4,hiddenzone,25.44966679,8,11.24955802,0.98618179,24,night,1725858.614
575,1,MS,5,hiddenzone,14.16783652,8,2.67811211,0.54897693,24,night,929780.5488
576,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,25,night,2449646.081
576,1,MS,4,hiddenzone,25.70555399,8,11.26534802,0.98957585,25,night,1726693.185
576,1,MS,5,hiddenzone,14.3079923,8,2.69012819,0.55090616,25,night,930615.1198
577,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,25,night,2451146.081
577,1,MS,4,hiddenzone,26.0563452,8,11.28114606,0.99236221,25,night,1727590.699
577,1,MS,5,hiddenzone,14.50515337,8,2.70214767,0.55252713,25,night,931512.6341
578,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,25,night,2452646.081
578,1,MS,4,hiddenzone,26.43395631,8,11.29695378,0.99541561,25,night,1728537.71
578,1,MS,5,hiddenzone,14.71727832,8,2.71417142,0.55429906,25,night,932459.6448
579,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,25,night,2454146.081
579,1,MS,4,hiddenzone,26.81658374,8,11.31277107,0.99840849,25,night,1729462.404
579,1,MS,5,hiddenzone,14.9322119,8,2.72619932,0.55603655,25,night,933384.3391
580,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,25,night,2455646.081
580,1,MS,4,hiddenzone,27.00285715,8,11.32859521,1.00024143,25,night,1730340.177
580,1,MS,5,hiddenzone,15.04010504,8,2.73823013,0.55714118,25,night,934262.1122
581,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,25,night,2457146.081
581,1,MS,4,hiddenzone,27.13533012,8,11.34442124,1.00155858,25,night,1731148.141
581,1,MS,5,hiddenzone,15.11553611,8,2.75026065,0.5579352,25,night,935070.0753
582,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,25,night,2458646.081
582,1,MS,4,hiddenzone,27.26034475,8,11.36024753,1.00280126,25,night,1731893.733
582,1,MS,5,hiddenzone,15.18674295,8,2.76228991,0.55868325,25,night,935815.6674
583,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,25,day,2460146.081
583,1,MS,4,hiddenzone,27.37867751,8,11.37607206,1.00385651,25,day,1732616.15
583,1,MS,5,hiddenzone,15.25417893,8,2.77431642,0.55932573,25,day,936538.0849
584,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,25,day,2461646.081
584,1,MS,4,hiddenzone,27.37346168,8,11.39189501,1.00427848,25,day,1733307.954
584,1,MS,5,hiddenzone,15.25419531,8,2.78634087,0.55962145,25,day,937229.889
585,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,25,day,2463146.081
585,1,MS,4,hiddenzone,27.33427934,8,11.40771232,1.00436626,25,day,1733947.973
585,1,MS,5,hiddenzone,15.233663,8,2.79836054,0.55971783,25,day,937869.908
586,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,25,day,2464646.081
586,1,MS,4,hiddenzone,27.2904495,8,11.42352268,1.00438581,25,day,1734544.504
586,1,MS,5,hiddenzone,15.21047672,8,2.81037456,0.55977357,25,day,938466.4389
587,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,25,day,2466146.081
587,1,MS,4,hiddenzone,27.24416058,8,11.43932587,1.00429572,25,day,1735121.294
587,1,MS,5,hiddenzone,15.18587443,8,2.8223829,0.55976652,25,day,939043.2284
588,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,25,day,2467646.081
588,1,MS,4,hiddenzone,27.19650951,8,11.45512124,1.00424391,25,day,1735674.909
588,1,MS,5,hiddenzone,15.16045437,8,2.83438505,0.55977938,25,day,939596.8434
589,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,25,day,2469146.081
589,1,MS,4,hiddenzone,27.14651691,8,11.47090823,1.0041333,25,day,1736208.782
589,1,MS,5,hiddenzone,15.133686,8,2.84638068,0.55975773,25,day,940130.7171
590,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,25,day,2470646.081
590,1,MS,4,hiddenzone,27.09792237,8,11.48668732,1.00407852,25,day,1736727.778
590,1,MS,5,hiddenzone,15.10765524,8,2.85837009,0.5597663,25,day,940649.7133
591,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,25,day,2472146.081
591,1,MS,4,hiddenzone,27.04727461,8,11.50245762,1.00397502,25,day,1737231.039
591,1,MS,5,hiddenzone,15.08044551,8,2.87035266,0.55974639,25,day,941152.9736
592,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,25,day,2473646.081
592,1,MS,4,hiddenzone,26.99787832,8,11.51821923,1.00393036,25,day,1737720.852
